filename, - Tripling Detection - 2023-06-01 1-46pm, https-universe.roboflow.com-traffic-signal-violation-detection-tripling-detection-q0goq
WhatsApp-Image-2023-06-01-at-11-30-31_jpeg_jpg.rf.e9c14f6b62030c379504a90b8fd93dc8.jpg, 1, 1
WhatsApp-Image-2023-06-01-at-12-20-33_jpeg_jpg.rf.eaa36e8e0ca159abf99380eeef65a8c5.jpg, 1, 0
FSj9FCXVUAMP0YG_jpg.rf.e1e143b2c57222f27a2af72a2e347562.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-25-08_jpeg_jpg.rf.d9ddb3b7a2a5375668e94032f50da5aa.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-21-07_jpeg_jpg.rf.e70a32b2471d4192616ed32f727dee82.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-47_jpeg_jpg.rf.e72f853e6527d2b6542c702d79bc2fee.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-14_jpeg_jpg.rf.f0790bcbb9fb4bc8d258de579dc173fe.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-50_jpeg_jpg.rf.eb8b410f95dd210adaa5bb39c7096f3a.jpg, 1, 0
FOwt8WzXsAMJnHC_jpg.rf.f62599e18af4fd65c3595018165ae4c3.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-18_jpeg_jpg.rf.d2a1299613e49707b95990ca00f1c6dd.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-21-09_jpeg_jpg.rf.f082181a0015cebdd899389dcb59804a.jpg, 1, 0
helmet_jpg.rf.ef77b83a4a9f6e3bcb5b27067590fdd7.jpg, 0, 1
WhatsApp-Image-2023-06-01-at-12-02-32_jpeg_jpg.rf.f77ec0295aca2eea613ddcf58329a09c.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-21-05-1-_jpeg_jpg.rf.f9086aea89a43ea39f84f0a66f31220d.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-38_jpeg_jpg.rf.f7f44acec39cb5367b8ff6a57079a80a.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-13_jpeg_jpg.rf.ee475ab9fea8c900731af47544621ab9.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-02-56_jpeg_jpg.rf.ee71e32b862632d5f8da627ac2bc8c89.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-12-20-34_jpeg_jpg.rf.f2bc664c86ce28c47fa7b25ccc53ab2d.jpg, 1, 0
WhatsApp-Image-2023-06-01-at-11-29-52_jpeg_jpg.rf.f25fc9c5a6d14a4bb76ab1f5fdc646b4.jpg, 1, 0
